,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.984
1,0.936
2,0.983
3,0.956
4,0.948
5,0.962
6,0.988
7,0.972
8,0.94
9,1.007
10,0.919
11,0.992
12,0.909
13,0.988
14,0.963
15,0.966
16,0.955
17,0.494
18,0.489
19,0.494
