,
2,0.482
3,0.501
4,0.501
5,0.472
6,0.481
7,0.513
8,0.474
9,0.48
10,0.482
11,0.466
12,0.483
13,0.477
14,0.478
15,0.491
16,0.473
17,0.49
18,0.497
19,0.489
20,0.47
